DATE,COE,GVA,OUTPUT,IC,D29-D39,INDUSTRY
2009,2528,2929,13971,11042,27,8
2009,1827,2349,6483,4134,17,9
2009,188,492,965,473,-6,10
2009,818,895,6876,5981,13,11
2009,848,1171,5207,4036,7,12
2009,2932,3706,8219,4513,53,13
2009,4147,5097,14926,9829,65,14
2009,486,763,3825,3062,11,15
2009,1832,6005,11744,5739,43,16
2009,469,1115,3851,2736,12,17
2009,1675,1922,4901,2979,42,18
2009,1034,902,2567,1665,19,19
2009,206,588,1083,495,-1,20
2009,1558,2036,5754,3718,64,21
2009,2668,3788,11267,7479,68,22
2009,4193,4714,10727,6013,122,23
2009,2509,5854,23845,17991,18,24
2009,785,1174,3123,1949,11,25
2009,1375,1976,5641,3665,17,26
2009,1034,992,5036,4044,16,27
2009,488,839,3188,2349,15,28
2009,1501,2375,17215,14840,41,29
2009,500,330,1987,1657,4,30
2009,4435,13613,21983,8370,27,31
2009,5749,7039,18105,11066,176,32
2009,1655,1814,6828,5014,63,33
2009,1967,2350,6425,4075,73,34
2009,1340,506,7805,7299,51,35
2009,1148,1391,7768,6377,35,36
2009,701,1411,3103,1692,2,37
2009,9149,10241,24728,14487,274,38
2009,5794,7049,18552,11503,81,39
2009,3584,4097,11993,7896,65,40
2009,7757,6694,21668,14974,161,41
2009,6665,5862,33446,27584,136,42
2009,1075,1244,2790,1546,13,43
2009,4027,5629,17226,11597,33,44
2009,538,889,2667,1778,4,45
2009,2052,2869,6841,3972,78,46
2009,2053,4006,7651,3645,59,47
2009,279,422,738,316,-5,48
2009,901,1078,3495,2417,3,49
2009,2334,3421,8034,4613,44,50
2009,3611,17152,58826,41674,676,51
2009,2128,5144,20216,15072,405,52
2009,1123,4283,6213,1930,317,53
2009,1520,4602,6467,1865,60,54
2009,3782,6355,18775,12420,239,55
2009,116,109,207,98,0,56
2009,44801,77097,196020,118923,965,57
2009,17096,22788,42603,19815,822,58
2009,33500,53403,103015,49612,1616,59
2009,44871,76416,133425,57009,5596,60
2009,3625,3690,9712,6022,-25,61
2009,13867,19701,40184,20483,371,62
2009,3320,4233,12631,8398,21,63
2009,3738,6326,16585,10259,-1,64
2009,11988,11898,32550,20652,710,65
2009,8568,10423,17899,7476,245,66
2009,6458,9624,20132,10508,632,67
2009,18103,25294,54372,29078,1435,68
2009,6662,10624,20715,10091,120,69
2009,5511,11835,23574,11739,-140,70
2009,11646,26295,46516,20221,501,71
2009,23494,32318,51306,18988,248,72
2009,2828,4359,6902,2543,13,73
2009,39020,82529,141024,58495,1039,74
2009,7335,23967,74805,50838,519,75
2009,14934,19428,32216,12788,204,76
2009,6844,30157,54381,24224,-1222,77
2009,0,122729,159518,36789,0,78
2009,2606,6949,8555,1606,217,79
2009,8157,18250,26455,8205,303,80
2009,7501,14097,18070,3973,153,81
2009,9919,15200,30718,15518,268,82
2009,16563,21783,40973,19190,362,83
2009,4532,7933,14516,6583,67,84
2009,4984,7435,14379,6944,95,85
2009,5161,6879,13762,6883,91,86
2009,1571,2354,3115,761,-2,87
2009,6665,12770,20486,7716,256,88
2009,10028,15374,24641,9267,104,89
2009,5254,7170,15392,8222,88,90
2009,1451,2618,4803,2185,27,91
2009,3924,7451,14770,7319,28,92
2009,10263,14580,27555,12975,264,93
2009,61292,76702,147121,70419,0,94
2009,82143,92615,124710,32095,215,95
2009,56309,77397,116641,39244,59,96
2009,21179,29895,50599,20704,94,97
2009,1905,3685,7960,4275,51,98
2009,2495,2935,4854,1919,10,99
2009,3051,9097,13783,4686,122,100
2009,2364,4181,11605,7424,322,101
2009,8008,11175,16452,5277,136,102
2009,1326,1804,3374,1570,30,103
2009,3925,14492,20799,6307,310,104
2009,4949,5422,5422,0,0,105
2010,3942,9406,22910,13504,-2622,1
2010,198,344,1100,756,1,2
2010,94,582,1194,612,12,3
2010,238,993,1691,698,4,4
2010,3065,25134,36334,11200,53,5
2010,1460,2128,4660,2532,47,6
2010,287,2134,3889,1755,21,7
2010,2561,2858,13726,10868,27,8
2010,2107,2625,7141,4516,18,9
2010,244,402,911,509,-5,10
2010,814,744,7044,6300,10,11
2010,901,1158,5298,4140,7,12
2010,3175,3751,8314,4563,56,13
2010,4094,5016,14619,9603,59,14
2010,544,691,4399,3708,12,15
2010,1820,4184,9912,5728,51,16
2010,505,1105,3730,2625,10,17
2010,1711,2497,5347,2850,36,18
2010,1087,1580,3172,1592,8,19
2010,215,524,1060,536,-1,20
2010,1559,2281,6519,4238,57,21
2010,2681,3631,11367,7736,79,22
2010,3669,4885,10893,6008,106,23
2010,2532,4446,26139,21693,36,24
2010,814,1277,3318,2041,9,25
2010,1474,2138,5846,3708,18,26
2010,897,1010,5441,4431,19,27
2010,538,845,3632,2787,25,28
2010,1587,3057,18151,15094,45,29
2010,308,452,2233,1781,3,30
2010,4654,14249,23670,9421,26,31
2010,5596,7096,18054,10958,151,32
2010,1563,2029,7133,5104,66,33
2010,1802,2303,6514,4211,62,34
2010,1180,1638,8814,7176,44,35
2010,1115,1279,8548,7269,51,36
2010,755,1384,3135,1751,6,37
2010,9405,10658,25037,14379,259,38
2010,5940,7568,19168,11600,90,39
2010,3549,4517,12476,7959,58,40
2010,7913,9262,24164,14902,146,41
2010,7086,8434,39123,30689,125,42
2010,1198,967,2803,1836,18,43
2010,4284,5062,17576,12514,35,44
2010,681,857,2606,1749,1,45
2010,1944,2911,6876,3965,71,46
2010,2071,4288,8174,3886,70,47
2010,403,528,792,264,-4,48
2010,1018,1656,3671,2015,5,49
2010,2187,3459,7814,4355,36,50
2010,4277,9795,66356,56561,689,51
2010,2034,5513,21398,15885,388,52
2010,1128,4281,6268,1987,402,53
2010,1646,4614,6519,1905,70,54
2010,4158,7806,19676,11870,133,55
2010,106,78,230,152,0,56
2010,45126,80742,202110,121368,1002,57
2010,17617,25775,43944,18169,736,58
2010,33868,53965,107559,53594,1479,59
2010,48211,79978,135643,55665,5872,60
2010,3739,4026,10194,6168,21,61
2010,13653,21459,41796,20337,448,62
2010,3346,4570,13944,9374,10,63
2010,3542,5933,15893,9960,-1,64
2010,11936,13266,33721,20455,698,65
2010,8462,10637,18545,7908,230,66
2010,6142,9085,20056,10971,660,67
2010,18887,25942,55268,29326,1414,68
2010,6913,10973,20991,10018,118,69
2010,5406,12189,25689,13500,-147,70
2010,12180,24738,46910,22172,476,71
2010,23807,33545,53245,19700,326,72
2010,3047,4675,7667,2992,12,73
2010,40307,75941,137398,61457,4652,74
2010,8129,20201,62008,41807,600,75
2010,15064,19531,32845,13314,205,76
2010,7017,34050,60406,26356,-937,77
2010,0,122459,161060,38601,0,78
2010,2851,7630,8890,1260,204,79
2010,8564,18930,26397,7467,326,80
2010,7860,14568,18605,4037,138,81
2010,9584,15457,31296,15839,208,82
2010,16442,22165,41289,19124,366,83
2010,4628,8266,15901,7635,137,84
2010,4620,7280,15331,8051,105,85
2010,5319,7708,14273,6565,98,86
2010,1617,2388,3187,799,7,87
2010,7007,13434,21491,8057,233,88
2010,9380,15171,25235,10064,125,89
2010,5169,7241,14484,7243,69,90
2010,1489,2825,4905,2080,24,91
2010,4052,7958,15845,7887,57,92
2010,10296,15015,29547,14532,222,93
2010,62644,79337,147239,67902,0,94
2010,84527,94817,127733,32916,251,95
2010,59593,81760,121523,39763,106,96
2010,21805,28145,49542,21397,118,97
2010,2019,4229,8148,3919,50,98
2010,2462,2832,4876,2044,8,99
2010,2722,8407,12979,4572,147,100
2010,2451,4173,11572,7399,316,101
2010,11317,12685,17627,4942,101,102
2010,1528,1916,3198,1282,24,103
2010,4807,16335,22061,5726,217,104
2010,5698,6173,6173,0,0,105
2011,4016,9054,23111,14057,-2578,1
2011,190,315,1253,938,3,2
2011,92,489,1442,953,16,3
2011,269,399,1237,838,6,4
2011,3383,26528,39325,12797,26,5
2011,1558,2524,5098,2574,38,6
2011,379,2669,4225,1556,15,7
2011,2613,2866,14219,11353,35,8
2011,2199,2639,7710,5071,23,9
2011,201,267,901,634,-1,10
2011,814,827,7290,6463,8,11
2011,816,1016,5103,4087,3,12
2011,3144,3764,8764,5000,46,13
2011,4307,5166,15512,10346,58,14
2011,490,635,4574,3939,3,15
2011,1935,4293,10207,5914,41,16
2011,510,1287,3866,2579,5,17
2011,1708,2421,5435,3014,37,18
2011,1045,1659,3792,2133,12,19
2011,241,627,1155,528,-1,20
2011,1592,2122,6302,4180,51,21
2011,2650,3558,11200,7642,61,22
2011,3534,5032,11102,6070,107,23
2011,2576,4207,34605,30398,38,24
2011,908,1303,3355,2052,7,25
2011,1200,1945,6128,4183,14,26
2011,898,1043,5332,4289,13,27
2011,517,766,3349,2583,16,28
2011,1725,1667,17416,15749,46,29
2011,393,562,2412,1850,1,30
2011,4711,14059,23110,9051,21,31
2011,5626,7237,18857,11620,143,32
2011,1480,1877,7232,5355,59,33
2011,1660,2411,6415,4004,177,34
2011,1263,1582,9011,7429,51,35
2011,1174,1501,9028,7527,17,36
2011,760,1385,3295,1910,-2,37
2011,9583,11557,25398,13841,242,38
2011,6070,7379,19296,11917,81,39
2011,3570,4648,12334,7686,57,40
2011,8930,10995,27453,16458,157,41
2011,7170,8223,41496,33273,120,42
2011,1292,1301,3360,2059,19,43
2011,4860,7406,22008,14602,37,44
2011,701,1301,3293,1992,0,45
2011,2029,3120,6909,3789,64,46
2011,2184,4644,8515,3871,59,47
2011,395,471,906,435,0,48
2011,1102,1472,3682,2210,4,49
2011,2200,3524,7883,4359,50,50
2011,4241,9032,69587,60555,712,51
2011,2111,4945,22524,17579,360,52
2011,1147,4456,6450,1994,455,53
2011,1675,4842,6740,1898,72,54
2011,4266,8450,20941,12491,97,55
2011,116,85,240,155,0,56
2011,46521,85173,209500,124327,903,57
2011,17396,27247,46725,19478,809,58
2011,33929,51990,106648,54658,1656,59
2011,50081,80466,137508,57042,5968,60
2011,3917,4064,10221,6157,23,61
2011,13826,21895,42370,20475,389,62
2011,3603,5070,14687,9617,23,63
2011,3603,6615,16339,9724,-1,64
2011,12667,14247,34147,19900,757,65
2011,8250,10524,19774,9250,237,66
2011,6190,8982,20219,11237,712,67
2011,19478,27747,57468,29721,1550,68
2011,7108,10807,20781,9974,100,69
2011,6016,12658,25430,12772,-75,70
2011,13186,25436,47981,22545,348,71
2011,24598,37480,57494,20014,413,72
2011,3178,4855,7691,2836,18,73
2011,39191,72290,137169,64879,1423,74
2011,7503,22320,72358,50038,733,75
2011,14328,19518,34007,14489,289,76
2011,7357,39602,66279,26677,-483,77
2011,0,127682,162920,35238,0,78
2011,2717,7906,9298,1392,202,79
2011,8778,19428,27724,8296,421,80
2011,8681,15092,19477,4385,160,81
2011,10220,16256,32387,16131,323,82
2011,16666,22249,42281,20032,370,83
2011,4284,8479,15321,6842,65,84
2011,5097,8365,15952,7587,204,85
2011,5439,7892,14517,6625,127,86
2011,1564,2309,3345,1036,4,87
2011,6959,13357,21578,8221,216,88
2011,8367,14361,25488,11127,147,89
2011,5820,8396,15283,6887,81,90
2011,1482,3050,5044,1994,27,91
2011,3960,8295,16758,8463,59,92
2011,11049,16465,32025,15560,255,93
2011,60963,79249,146207,66958,0,94
2011,85111,96249,128196,31947,240,95
2011,61107,84156,124859,40703,81,96
2011,21644,27409,50969,23560,136,97
2011,2051,4222,9245,5023,39,98
2011,2902,2769,4750,1981,8,99
2011,2810,9268,13350,4082,173,100
2011,2450,3990,11432,7442,174,101
2011,11137,13112,19337,6225,89,102
2011,1794,2295,3499,1204,29,103
2011,4473,15367,21841,6474,251,104
2011,5473,5868,5868,0,0,105
2012,4147,9141,23426,14285,-2174,1
2012,196,326,1201,875,1,2
2012,109,506,1542,1036,13,3
2012,263,359,1122,763,8,4
2012,3717,22151,35699,13548,28,5
2012,1797,3077,5771,2694,39,6
2012,470,2811,4405,1594,22,7
2012,2759,3273,15180,11907,24,8
2012,2170,2691,7983,5292,21,9
2012,166,275,913,638,10,10
2012,788,1064,7631,6567,12,11
2012,861,1117,5255,4138,4,12
2012,3087,3867,9090,5223,53,13
2012,4265,5174,15680,10506,58,14
2012,483,756,5035,4279,3,15
2012,1813,4435,10455,6020,40,16
2012,508,1234,3990,2756,5,17
2012,1799,2596,5553,2957,44,18
2012,1095,1678,3854,2176,13,19
2012,274,570,1148,578,-2,20
2012,1565,2368,6624,4256,59,21
2012,2642,3748,11395,7647,61,22
2012,3501,4962,11130,6168,121,23
2012,2452,3769,34943,31174,44,24
2012,922,1296,3379,2083,13,25
2012,1286,1952,6661,4709,17,26
2012,1002,1410,5589,4179,19,27
2012,459,910,3560,2650,22,28
2012,1641,1734,13576,11842,44,29
2012,429,733,2579,1846,-1,30
2012,4679,13088,22669,9581,24,31
2012,5804,7733,19519,11786,148,32
2012,1483,1915,7229,5314,63,33
2012,1674,2357,6488,4131,59,34
2012,1339,1695,9062,7367,54,35
2012,1082,1452,9225,7773,20,36
2012,810,1939,3888,1949,-1,37
2012,10144,12436,27188,14752,266,38
2012,6121,7916,19981,12065,75,39
2012,3685,4681,13187,8506,63,40
2012,8779,11016,29178,18162,182,41
2012,7627,8589,44967,36378,120,42
2012,1294,1521,3737,2216,14,43
2012,4198,6148,21906,15758,29,44
2012,793,1168,3176,2008,1,45
2012,2154,3232,7157,3925,61,46
2012,2153,4352,8120,3768,50,47
2012,462,531,1185,654,-3,48
2012,1250,1602,3939,2337,3,49
2012,2299,3551,8232,4681,34,50
2012,4329,14591,78021,63430,876,51
2012,2544,5750,23494,17744,360,52
2012,1207,4593,6694,2101,471,53
2012,1768,4815,7178,2363,75,54
2012,4025,8120,20664,12544,123,55
2012,110,76,237,161,2,56
2012,47611,86436,214905,128469,1124,57
2012,18859,26559,47594,21035,788,58
2012,34376,49251,106721,57470,1609,59
2012,51156,84051,142699,58648,6144,60
2012,4195,4401,11084,6683,28,61
2012,13019,21697,43524,21827,400,62
2012,3829,5884,15697,9813,9,63
2012,3461,6422,16966,10544,-1,64
2012,11617,14807,35381,20574,897,65
2012,7987,9567,20536,10969,247,66
2012,6749,10334,21956,11622,771,67
2012,20879,30577,60890,30313,1731,68
2012,7368,11212,20932,9720,109,69
2012,6227,13505,26570,13065,-129,70
2012,14190,25986,49114,23128,392,71
2012,25819,37269,58151,20882,314,72
2012,3144,5062,7972,2910,18,73
2012,38039,66833,130023,63190,1798,74
2012,7530,27106,77425,50319,524,75
2012,13261,18931,32744,13813,211,76
2012,8241,44812,73029,28217,-583,77
2012,0,136205,167346,31141,0,78
2012,3198,8148,9547,1399,255,79
2012,8921,20917,29690,8773,355,80
2012,9117,15713,20418,4705,196,81
2012,10632,15897,32903,17006,298,82
2012,17035,24327,45538,21211,332,83
2012,4316,8713,15164,6451,64,84
2012,5526,9056,16562,7506,188,85
2012,5723,8468,15398,6930,122,86
2012,1706,2543,3691,1148,5,87
2012,7395,13905,22934,9029,249,88
2012,8995,14718,26443,11725,134,89
2012,6314,9399,16520,7121,117,90
2012,1695,3311,5182,1871,42,91
2012,4716,8959,17868,8909,57,92
2012,11903,17696,33886,16190,385,93
2012,60765,80314,146308,65994,0,94
2012,85511,96771,128780,32009,278,95
2012,64487,87031,128766,41735,132,96
2012,22429,27941,55342,27401,165,97
2012,2100,4555,9761,5206,46,98
2012,2988,3204,5222,2018,7,99
2012,3271,9800,14911,5111,181,100
2012,2802,4868,12418,7550,346,101
2012,10728,13743,20374,6631,100,102
2012,1698,2163,3553,1390,26,103
2012,4828,15609,22195,6586,307,104
2012,5668,6050,6050,0,0,105
2013,4478,10341,25279,14938,-2259,1
2013,124,223,1063,840,1,2
2013,134,529,1817,1288,13,3
2013,181,200,887,687,3,4
2013,4004,21861,35695,13834,38,5
2013,1808,2903,5840,2937,70,6
2013,567,2406,4323,1917,25,7
2013,2849,3642,16558,12916,22,8
2013,2199,2817,8470,5653,22,9
2013,123,263,904,641,-6,10
2013,741,1131,8216,7085,17,11
2013,887,1207,5644,4437,7,12
2013,3036,3815,9442,5627,51,13
2013,4384,5912,16729,10817,61,14
2013,483,839,5331,4492,8,15
2013,1966,5075,11369,6294,41,16
2013,549,1263,4315,3052,3,17
2013,1906,2753,5855,3102,30,18
2013,1263,2359,4618,2259,12,19
2013,296,663,1251,588,-1,20
2013,1681,2479,6918,4439,58,21
2013,2895,4204,11575,7371,70,22
2013,3314,4898,11744,6846,106,23
2013,2115,2094,32119,30025,32,24
2013,963,1364,3469,2105,10,25
2013,1354,2147,6948,4801,26,26
2013,1087,1614,5990,4376,22,27
2013,490,1130,3777,2647,30,28
2013,1791,1992,13856,11864,43,29
2013,501,800,2833,2033,1,30
2013,4705,13335,22566,9231,24,31
2013,6094,8208,20587,12379,151,32
2013,1492,1953,7694,5741,55,33
2013,1708,2344,6783,4439,59,34
2013,1230,1643,10123,8480,57,35
2013,1255,1781,9990,8209,15,36
2013,813,1947,4012,2065,-1,37
2013,10865,13506,28309,14803,274,38
2013,6252,8218,20647,12429,88,39
2013,3677,4752,13034,8282,71,40
2013,9160,11509,31071,19562,247,41
2013,8281,11540,45773,34233,120,42
2013,1249,1415,3855,2440,21,43
2013,4371,6731,22391,15660,35,44
2013,771,1218,3291,2073,0,45
2013,2318,3615,7651,4036,80,46
2013,2192,4778,8966,4188,54,47
2013,465,439,1062,623,-4,48
2013,1266,1906,4414,2508,5,49
2013,2613,3899,8564,4665,58,50
2013,4609,16786,84203,67417,837,51
2013,2829,6955,26505,19550,395,52
2013,1315,4995,7177,2182,519,53
2013,1852,4683,7118,2435,99,54
2013,3926,7155,19989,12834,146,55
2013,142,151,267,116,6,56
2013,49339,90810,224425,133615,984,57
2013,19455,28181,49430,21249,770,58
2013,36820,51224,109874,58650,1604,59
2013,52225,87010,147569,60559,6682,60
2013,4237,4613,12205,7592,28,61
2013,13493,22782,46006,23224,520,62
2013,4067,6378,17343,10965,11,63
2013,3425,7237,18487,11250,-1,64
2013,12440,16486,39015,22529,748,65
2013,8053,9947,22107,12160,238,66
2013,7098,11814,23541,11727,786,67
2013,22689,33016,64577,31561,1692,68
2013,7286,11056,21110,10054,111,69
2013,6618,14160,27497,13337,-83,70
2013,14685,27976,53472,25496,321,71
2013,26682,38479,60687,22208,425,72
2013,3666,5331,8378,3047,25,73
2013,40039,68095,133159,65064,1808,74
2013,7412,29815,87141,57326,585,75
2013,14736,20137,34194,14057,216,76
2013,8457,44017,75256,31239,-537,77
2013,0,137153,172636,35483,0,78
2013,3257,8231,10067,1836,290,79
2013,9190,21832,30822,8990,558,80
2013,8997,16358,21464,5106,182,81
2013,12532,18071,35243,17172,383,82
2013,17873,26010,47367,21357,368,83
2013,4265,8375,15334,6959,71,84
2013,5972,10327,17564,7237,130,85
2013,6035,9211,16434,7223,131,86
2013,1763,2661,3950,1289,7,87
2013,7567,14169,23413,9244,216,88
2013,9488,15518,29156,13638,141,89
2013,6472,9823,17357,7534,66,90
2013,1649,3371,5273,1902,21,91
2013,5620,9683,18626,8943,48,92
2013,12989,19243,35607,16364,386,93
2013,60387,80654,145507,64853,0,94
2013,85523,98017,131897,33880,302,95
2013,64477,85304,134343,49039,124,96
2013,23330,28799,56863,28064,202,97
2013,2090,4594,9891,5297,58,98
2013,3121,3414,5413,1999,15,99
2013,3585,9950,15082,5132,184,100
2013,2234,4288,12177,7889,371,101
2013,11298,14421,21591,7170,133,102
2013,1903,2538,3961,1423,47,103
2013,4892,16150,23431,7281,260,104
2013,6005,6438,6438,0,0,105
2014,4417,10211,25463,15252,-2368,1
2014,73,172,1292,1120,2,2
2014,160,615,1986,1371,16,3
2014,142,125,739,614,2,4
2014,3713,18534,32006,13472,46,5
2014,1835,2861,5896,3035,50,6
2014,652,2286,4332,2046,20,7
2014,2943,3700,16747,13047,20,8
2014,2300,3002,8896,5894,22,9
2014,148,301,962,661,-7,10
2014,785,1235,8627,7392,13,11
2014,897,1215,5503,4288,3,12
2014,3095,3815,9269,5454,42,13
2014,4315,6233,17572,11339,54,14
2014,502,889,5600,4711,11,15
2014,1968,5077,11324,6247,47,16
2014,528,1174,4497,3323,4,17
2014,1830,2914,6271,3357,39,18
2014,1298,2502,4790,2288,8,19
2014,254,540,1143,603,-1,20
2014,1602,2581,7404,4823,56,21
2014,2902,4254,11640,7386,69,22
2014,3291,4618,11643,7025,102,23
2014,2073,2054,25158,23104,34,24
2014,997,1412,3700,2288,7,25
2014,1333,2565,7151,4586,16,26
2014,1122,1691,6248,4557,23,27
2014,551,1325,4180,2855,34,28
2014,1694,2020,14231,12211,41,29
2014,521,809,3001,2192,-1,30
2014,4623,12810,21903,9093,24,31
2014,6066,8190,20824,12634,141,32
2014,1431,1931,7975,6044,51,33
2014,1807,2612,7011,4399,61,34
2014,1185,1498,9923,8425,63,35
2014,1323,1841,10095,8254,14,36
2014,807,1957,3970,2013,-1,37
2014,11024,14495,29803,15308,283,38
2014,6386,8630,21232,12602,80,39
2014,3873,4624,12915,8291,62,40
2014,9300,12437,32554,20117,324,41
2014,8959,13626,50471,36845,125,42
2014,1265,1598,4235,2637,21,43
2014,4450,5772,22086,16314,45,44
2014,787,1356,3562,2206,-1,45
2014,2483,4452,8633,4181,75,46
2014,2269,4962,9348,4386,49,47
2014,463,399,964,565,-6,48
2014,1359,1898,4590,2692,2,49
2014,2367,4042,9246,5204,44,50
2014,4740,17821,87717,69896,919,51
2014,2834,6990,24712,17722,405,52
2014,1405,5129,7364,2235,509,53
2014,1897,4712,7216,2504,105,54
2014,4009,6863,20279,13416,161,55
2014,130,144,287,143,2,56
2014,51350,96756,237881,141125,916,57
2014,20320,30157,51793,21636,829,58
2014,37841,56712,115538,58826,1617,59
2014,53587,90641,155222,64581,6671,60
2014,4486,5179,12736,7557,28,61
2014,15720,24864,48113,23249,506,62
2014,4318,7158,18848,11690,37,63
2014,4013,8667,20284,11617,-1,64
2014,13332,17726,41664,23938,869,65
2014,8295,10420,22831,12411,170,66
2014,7748,12820,25125,12305,929,67
2014,23449,34137,66612,32475,1719,68
2014,7034,11467,21846,10379,97,69
2014,6611,14373,28033,13660,-121,70
2014,14109,29094,54981,25887,385,71
2014,27536,40798,63676,22878,415,72
2014,3610,5697,8965,3268,48,73
2014,39994,64802,135539,70737,1966,74
2014,7837,36003,86744,50741,588,75
2014,15824,21099,36112,15013,238,76
2014,8483,47121,78232,31111,-656,77
2014,0,149398,179336,29938,0,78
2014,3595,8730,10729,1999,241,79
2014,9174,22964,32134,9170,459,80
2014,9117,16791,22195,5404,152,81
2014,12144,20022,37042,17020,409,82
2014,17999,26804,48726,21922,382,83
2014,4240,8825,16441,7616,84,84
2014,6408,11378,19301,7923,225,85
2014,6354,10102,18120,8018,111,86
2014,1818,2816,4302,1486,4,87
2014,7644,15467,25449,9982,240,88
2014,10075,16540,32531,15991,126,89
2014,6470,10522,18141,7619,80,90
2014,1611,3327,5351,2024,32,91
2014,5730,9901,19445,9544,48,92
2014,13187,20753,37859,17106,516,93
2014,60569,81325,148010,66685,0,94
2014,86055,98791,132850,34059,358,95
2014,66506,89001,139295,50294,116,96
2014,24367,29731,59048,29317,233,97
2014,2100,4885,10118,5233,62,98
2014,3122,3309,5410,2101,16,99
2014,3635,10212,15892,5680,141,100
2014,2290,4430,12437,8007,371,101
2014,11492,14996,22434,7438,123,102
2014,2005,2744,4338,1594,27,103
2014,4823,16736,23429,6693,244,104
2014,6132,6566,6566,0,0,105
,,,,,,
,,,,,,
